,PC1,PC2,PC3
GSM1875257,2.6145882065925643,-11.065944737962266,19.649050637214067
GSM1875258,0.21263565534356335,8.27024998027329,-9.862100407188581
GSM1875259,17.024010369126,-9.236029421559845,-16.813021470709657
GSM1875260,6.621504691552704,8.108135102953081,-15.445329747511362
GSM1875261,-8.315306512279355,-11.746024198650096,11.131028023003067
GSM1875262,-7.111019209479641,16.00142541975089,-6.983056307782831
GSM1875263,-5.645832556964065,8.813072623613635,-1.4680841888983296
GSM1875264,39.052818109682605,-20.872542813573094,2.543390720115597
GSM1875265,15.287604834357696,5.7867132441254885,18.29933120431583
GSM1875266,3.467753404111062,6.2755265147621735,-7.880067854212839
GSM1875267,-20.03438082832097,-1.090438134118732,-17.14481735088168
GSM1875268,6.884262134848906,-2.357158195192112,10.095800621735533
GSM1875269,6.604392967669902,-13.382840311185474,-30.91000875807902
GSM1875270,35.66426681129787,-4.808974372304696,13.415998589333551
GSM1875271,-21.532867390566793,37.41987404676068,9.823418438644293
GSM1875272,-41.158967571749535,-16.504339334365046,0.18137339310577105
GSM1875273,-18.58904991454881,0.7211067376556957,3.0436651855368466
